project_id,project_name,ministry,sector,original_cost_cr,revised_cost_cr,expenditure_cr,physical_progress_pct,status,cost_overrun_pct,revised_cost_missing,possible_outlier,date_is_synthetic,cost_is_estimated,primary_delay_cause
100178,Roads & Highways Project 100178,Ministry of Road Transport & Highways,Roads & Highways,677.45,695.06,174.07,35.1,Delayed,2.6,False,False,True,True,land acquisition delays
100179,Roads & Highways Project 100179,Ministry of Road Transport & Highways,Roads & Highways,240.02,237.14,166.86,93.5,On Track,-1.2,False,False,True,True,
100180,Roads & Highways Project 100180,Ministry of Road Transport & Highways,Roads & Highways,879.3,909.74,252.09,35.0,Delayed,3.46,False,False,True,True,tendering and ordering delays
100181,Roads & Highways Project 100181,Ministry of Road Transport & Highways,Roads & Highways,526.77,532.49,385.91,99.1,Completed,1.09,False,False,True,True,
100182,Roads & Highways Project 100182,Ministry of Road Transport & Highways,Roads & Highways,526.49,516.27,258.85,59.2,On Track,-1.94,False,False,True,True,
100183,Roads & Highways Project 100183,Ministry of Road Transport & Highways,Roads & Highways,305.16,294.69,88.5,34.7,Delayed,-3.43,False,False,True,True,scope changes and structural revisions
100184,Roads & Highways Project 100184,Ministry of Road Transport & Highways,Roads & Highways,510.4,507.47,337.64,79.2,On Track,-0.57,False,False,True,True,
100185,Roads & Highways Project 100185,Ministry of Road Transport & Highways,Roads & Highways,1117.63,1199.79,531.18,63.4,On Track,7.35,False,False,True,True,
100186,Roads & Highways Project 100186,Ministry of Road Transport & Highways,Roads & Highways,374.85,362.95,76.63,29.9,Delayed,-3.17,False,False,True,True,delays in detailed engineering
100187,Roads & Highways Project 100187,Ministry of Road Transport & Highways,Roads & Highways,319.99,343.44,165.84,57.4,On Track,7.33,False,False,True,True,
100188,Roads & Highways Project 100188,Ministry of Road Transport & Highways,Roads & Highways,790.2,662.28,280.53,48.5,Delayed,-16.19,False,False,True,True,land acquisition delays
100189,Roads & Highways Project 100189,Ministry of Road Transport & Highways,Roads & Highways,738.86,732.94,126.41,24.9,Critical,-0.8,False,False,True,True,contractual disputes and arbitration
100190,Roads & Highways Project 100190,Ministry of Road Transport & Highways,Roads & Highways,990.14,949.69,406.27,49.4,Delayed,-4.09,False,False,True,True,law-and-order and local right-of-way issues
100191,Roads & Highways Project 100191,Ministry of Road Transport & Highways,Roads & Highways,205.87,204.22,72.79,47.5,Delayed,-0.8,False,False,True,True,scope changes and structural revisions
100192,Roads & Highways Project 100192,Ministry of Road Transport & Highways,Roads & Highways,1224.46,1280.53,252.4,26.8,Delayed,4.58,False,False,True,True,delays in detailed engineering
100193,Roads & Highways Project 100193,Ministry of Road Transport & Highways,Roads & Highways,770.91,703.84,305.92,61.5,On Track,-8.7,False,False,True,True,
100194,Roads & Highways Project 100194,Ministry of Road Transport & Highways,Roads & Highways,506.99,495.36,290.43,77.9,On Track,-2.29,False,False,True,True,
100195,Roads & Highways Project 100195,Ministry of Road Transport & Highways,Roads & Highways,1141.55,1073.08,848.81,100.0,Completed,-6.0,False,False,True,True,
100196,Roads & Highways Project 100196,Ministry of Road Transport & Highways,Roads & Highways,299.54,303.62,175.93,70.6,On Track,1.36,False,False,True,True,
100197,Roads & Highways Project 100197,Ministry of Road Transport & Highways,Roads & Highways,583.62,577.67,343.58,72.3,On Track,-1.02,False,False,True,True,
100198,Roads & Highways Project 100198,Ministry of Road Transport & Highways,Roads & Highways,2406.78,2544.8,1510.29,74.9,On Track,5.73,False,False,True,True,
100199,Roads & Highways Project 100199,Ministry of Road Transport & Highways,Roads & Highways,372.01,367.46,218.8,78.4,On Track,-1.22,False,False,True,True,
100200,Roads & Highways Project 100200,Ministry of Road Transport & Highways,Roads & Highways,508.88,452.08,207.45,60.0,On Track,-11.16,False,False,True,True,
100201,Roads & Highways Project 100201,Ministry of Road Transport & Highways,Roads & Highways,1110.61,1050.81,442.82,51.0,Delayed,-5.38,True,False,True,True,scope changes and structural revisions
100202,Roads & Highways Project 100202,Ministry of Road Transport & Highways,Roads & Highways,1609.94,1293.46,797.34,91.0,On Track,-19.66,False,False,True,True,
100203,Roads & Highways Project 100203,Ministry of Road Transport & Highways,Roads & Highways,1547.03,1505.74,341.77,31.7,Delayed,-2.67,False,False,True,True,geological surprises
100204,Roads & Highways Project 100204,Ministry of Road Transport & Highways,Roads & Highways,1721.63,1549.11,839.89,69.3,On Track,-10.02,False,False,True,True,
100205,Roads & Highways Project 100205,Ministry of Road Transport & Highways,Roads & Highways,334.32,285.06,83.73,37.5,Delayed,-14.73,False,False,True,True,land acquisition delays
100206,Roads & Highways Project 100206,Ministry of Road Transport & Highways,Roads & Highways,234.06,219.86,162.52,99.2,Completed,-6.07,False,False,True,True,
100207,Roads & Highways Project 100207,Ministry of Road Transport & Highways,Roads & Highways,622.77,599.74,298.42,65.6,On Track,-3.7,False,False,True,True,
100208,Roads & Highways Project 100208,Ministry of Road Transport & Highways,Roads & Highways,608.44,597.72,369.01,76.7,On Track,-1.76,False,False,True,True,
100209,Roads & Highways Project 100209,Ministry of Road Transport & Highways,Roads & Highways,829.77,783.82,322.64,57.9,On Track,-5.54,False,False,True,True,
100210,Roads & Highways Project 100210,Ministry of Road Transport & Highways,Roads & Highways,306.77,306.34,137.96,58.6,On Track,-0.14,False,False,True,True,
100211,Roads & Highways Project 100211,Ministry of Road Transport & Highways,Roads & Highways,525.96,497.64,151.12,39.7,Delayed,-5.38,True,False,True,True,forest/environment clearance delays
100212,Roads & Highways Project 100212,Ministry of Road Transport & Highways,Roads & Highways,1608.34,1627.57,986.51,78.3,On Track,1.2,False,False,True,True,
100213,Roads & Highways Project 100213,Ministry of Road Transport & Highways,Roads & Highways,483.5,488.08,172.19,54.3,Delayed,0.95,False,False,True,True,land acquisition delays
100214,Roads & Highways Project 100214,Ministry of Road Transport & Highways,Roads & Highways,136.87,135.24,71.6,63.9,On Track,-1.19,False,False,True,True,
100215,Roads & Highways Project 100215,Ministry of Road Transport & Highways,Roads & Highways,549.82,567.97,182.02,49.6,Delayed,3.3,False,False,True,True,scope changes and structural revisions
100216,Roads & Highways Project 100216,Ministry of Road Transport & Highways,Roads & Highways,1140.86,1146.22,577.5,62.8,On Track,0.47,False,False,True,True,
100217,Roads & Highways Project 100217,Ministry of Road Transport & Highways,Roads & Highways,1084.92,1029.0,635.04,77.3,On Track,-5.15,False,False,True,True,
100218,Roads & Highways Project 100218,Ministry of Road Transport & Highways,Roads & Highways,607.52,587.25,434.7,97.0,On Track,-3.34,False,False,True,True,
100219,Roads & Highways Project 100219,Ministry of Road Transport & Highways,Roads & Highways,770.45,696.03,533.27,97.8,On Track,-9.66,False,False,True,True,
100220,Roads & Highways Project 100220,Ministry of Road Transport & Highways,Roads & Highways,1443.48,1473.14,463.17,39.8,Delayed,2.05,False,False,True,True,forest/environment clearance delays
100221,Roads & Highways Project 100221,Ministry of Road Transport & Highways,Roads & Highways,789.77,806.33,637.81,98.3,On Track,2.1,False,False,True,True,
100222,Roads & Highways Project 100222,Ministry of Road Transport & Highways,Roads & Highways,619.22,586.62,459.94,99.9,Completed,-5.26,False,False,True,True,
100223,Roads & Highways Project 100223,Ministry of Road Transport & Highways,Roads & Highways,1020.81,981.73,303.67,44.7,Delayed,-3.83,False,False,True,True,land acquisition delays
100224,Roads & Highways Project 100224,Ministry of Road Transport & Highways,Roads & Highways,729.26,720.08,154.86,30.0,Delayed,-1.26,False,False,True,True,geological surprises
100225,Roads & Highways Project 100225,Ministry of Road Transport & Highways,Roads & Highways,441.87,422.64,212.45,48.6,Delayed,-4.35,False,False,True,True,financing tie-up delays
100226,Roads & Highways Project 100226,Ministry of Road Transport & Highways,Roads & Highways,465.25,435.95,211.87,67.8,On Track,-6.3,False,False,True,True,
100227,Roads & Highways Project 100227,Ministry of Road Transport & Highways,Roads & Highways,369.12,365.12,125.3,49.9,Delayed,-1.08,False,False,True,True,law-and-order and local right-of-way issues
100228,Roads & Highways Project 100228,Ministry of Road Transport & Highways,Roads & Highways,1082.15,1136.58,632.99,78.3,On Track,5.03,False,False,True,True,
100229,Roads & Highways Project 100229,Ministry of Road Transport & Highways,Roads & Highways,611.23,554.61,262.02,48.2,Delayed,-9.26,False,False,True,True,contractual disputes and arbitration
100230,Roads & Highways Project 100230,Ministry of Road Transport & Highways,Roads & Highways,221.32,203.52,110.95,65.9,On Track,-8.04,False,False,True,True,
100231,Roads & Highways Project 100231,Ministry of Road Transport & Highways,Roads & Highways,405.47,372.91,167.29,62.7,On Track,-8.03,False,False,True,True,
100232,Roads & Highways Project 100232,Ministry of Road Transport & Highways,Roads & Highways,522.99,505.41,291.77,70.8,On Track,-3.36,False,False,True,True,
100233,Roads & Highways Project 100233,Ministry of Road Transport & Highways,Roads & Highways,560.05,571.98,377.59,85.7,On Track,2.13,False,False,True,True,
100234,Roads & Highways Project 100234,Ministry of Road Transport & Highways,Roads & Highways,486.98,434.43,343.64,99.2,Completed,-10.79,False,False,True,True,
100235,Roads & Highways Project 100235,Ministry of Road Transport & Highways,Roads & Highways,3075.0,3050.94,2328.58,99.0,On Track,-0.78,False,False,True,True,
100236,Roads & Highways Project 100236,Ministry of Road Transport & Highways,Roads & Highways,413.07,396.18,285.58,97.4,On Track,-4.09,False,False,True,True,
100237,Roads & Highways Project 100237,Ministry of Road Transport & Highways,Roads & Highways,716.73,747.27,565.25,95.5,On Track,4.26,False,False,True,True,
100238,Roads & Highways Project 100238,Ministry of Road Transport & Highways,Roads & Highways,871.83,904.97,105.69,10.3,Critical,3.8,False,False,True,True,land acquisition delays
100239,Roads & Highways Project 100239,Ministry of Road Transport & Highways,Roads & Highways,646.11,563.16,146.78,52.0,Delayed,-12.84,False,False,True,True,land acquisition delays
100240,Roads & Highways Project 100240,Ministry of Road Transport & Highways,Roads & Highways,2530.76,2392.59,1083.2,56.2,On Track,-5.46,False,False,True,True,
100241,Roads & Highways Project 100241,Ministry of Road Transport & Highways,Roads & Highways,1168.66,1292.21,207.21,13.7,Critical,10.57,False,False,True,True,land acquisition delays
100242,Roads & Highways Project 100242,Ministry of Road Transport & Highways,Roads & Highways,3953.61,3692.11,2057.35,69.6,On Track,-6.61,False,False,True,True,
100243,Roads & Highways Project 100243,Ministry of Road Transport & Highways,Roads & Highways,538.97,585.49,278.94,61.1,On Track,8.63,False,False,True,True,
100244,Roads & Highways Project 100244,Ministry of Road Transport & Highways,Roads & Highways,1025.29,1022.44,591.5,67.8,On Track,-0.28,False,False,True,True,
100245,Roads & Highways Project 100245,Ministry of Road Transport & Highways,Roads & Highways,748.34,629.45,24.41,12.3,Critical,-15.89,False,False,True,True,land acquisition delays
100246,Roads & Highways Project 100246,Ministry of Road Transport & Highways,Roads & Highways,726.62,689.22,384.92,73.2,On Track,-5.15,False,False,True,True,
100247,Roads & Highways Project 100247,Ministry of Road Transport & Highways,Roads & Highways,195.33,188.63,82.84,52.7,Delayed,-3.43,False,False,True,True,delays in detailed engineering
100248,Roads & Highways Project 100248,Ministry of Road Transport & Highways,Roads & Highways,724.9,715.95,116.81,11.6,Critical,-1.23,False,False,True,True,law-and-order and local right-of-way issues
100249,Roads & Highways Project 100249,Ministry of Road Transport & Highways,Roads & Highways,590.68,592.87,341.76,80.9,On Track,0.37,False,False,True,True,
100250,Roads & Highways Project 100250,Ministry of Road Transport & Highways,Roads & Highways,636.04,616.91,194.56,41.2,Delayed,-3.01,False,False,True,True,scope changes and structural revisions
100251,Roads & Highways Project 100251,Ministry of Road Transport & Highways,Roads & Highways,1241.37,1104.09,776.22,90.9,On Track,-11.06,False,False,True,True,
100252,Roads & Highways Project 100252,Ministry of Road Transport & Highways,Roads & Highways,207.62,211.05,128.28,82.2,On Track,1.65,False,False,True,True,
100253,Roads & Highways Project 100253,Ministry of Road Transport & Highways,Roads & Highways,1088.88,1035.65,601.1,77.0,On Track,-4.89,False,False,True,True,
100254,Roads & Highways Project 100254,Ministry of Road Transport & Highways,Roads & Highways,158.91,150.34,103.12,92.9,On Track,-5.39,False,False,True,True,
100255,Roads & Highways Project 100255,Ministry of Road Transport & Highways,Roads & Highways,492.45,498.07,58.72,8.4,Critical,1.14,False,False,True,True,forest/environment clearance delays
100256,Roads & Highways Project 100256,Ministry of Road Transport & Highways,Roads & Highways,510.45,497.94,162.15,47.7,Delayed,-2.45,False,False,True,True,land acquisition delays
100257,Roads & Highways Project 100257,Ministry of Road Transport & Highways,Roads & Highways,249.85,230.02,131.7,69.4,On Track,-7.94,False,False,True,True,
100258,Roads & Highways Project 100258,Ministry of Road Transport & Highways,Roads & Highways,1264.99,1196.88,877.82,99.5,Completed,-5.38,True,False,True,True,
100259,Roads & Highways Project 100259,Ministry of Road Transport & Highways,Roads & Highways,568.73,558.22,371.04,86.6,On Track,-1.85,False,False,True,True,
100260,Roads & Highways Project 100260,Ministry of Road Transport & Highways,Roads & Highways,342.92,321.16,86.03,37.1,Delayed,-6.35,False,False,True,True,tendering and ordering delays
100261,Roads & Highways Project 100261,Ministry of Road Transport & Highways,Roads & Highways,1085.67,1004.14,41.87,10.7,Critical,-7.51,False,False,True,True,delays in detailed engineering
100262,Roads & Highways Project 100262,Ministry of Road Transport & Highways,Roads & Highways,725.57,704.34,196.14,35.9,Delayed,-2.93,False,False,True,True,geological surprises
100263,Roads & Highways Project 100263,Ministry of Road Transport & Highways,Roads & Highways,470.65,480.02,301.15,73.5,On Track,1.99,False,False,True,True,
